start;end;corpus;sent_id;left;node;right;node_sentences;pref;suff;morphind;root;root_pos;affix;schema;clause_type;subordinate_clause_type;frame;syntactic_transitivity;dobj_syntax;dobj_role;dobj_animacy;dobj_concreteness;recipient_animacy;recipient_pronominality;recipient_syntax;agent_encoded;theme_encoded;recipient_encoded;notes;agent_pronominality;agent_animacy
33;43;ind_web_2012_1M;501914;Selain itu, anak-anak juga minta;dibelikan;sepatu, dan saya kan juga perlu beli ini, itu.;Selain itu, anak-anak juga minta<m>dibelikan</m>sepatu, dan saya kan juga perlu beli ini, itu.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;verb_complement;request_(me)minta;monotransitive;np;theme;;;animate;np;SUBJ_MATRIX;TRUE;TRUE;TRUE;agent_and_recipient_in_different_clause;;
113;123;ind-id_web_2013_1M;520527;Masih menurut cerita dari orangtua tersebut, yang lebih mencengangkan lagi adalah pengakuan sang anak bahwa yang;dibelikan;sepeda motor itu bukan hanya dirinya saja, melainkan sejumlah rekan-rekan lainnya di dalam grup itu.;Masih menurut cerita dari orangtua tersebut, yang lebih mencengangkan lagi adalah pengakuan sang anak bahwa yang<m>dibelikan</m>sepeda motor itu bukan hanya dirinya saja, melainkan sejumlah rekan-rekan lainnya di dalam grup itu.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;complement_clause;;monotransitive;np;theme;;;animate;relative-pronoun;subj;FALSE;TRUE;TRUE;;;
23;33;ind_news_2011_300K;78017;000, kemudian uang itu;dibelikan;sepeda perempuan merek Hercules.;000, kemudian uang itu<m>dibelikan</m>sepeda perempuan merek Hercules.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_money;main;;;monotransitive;np;theme;inanimate;concrete;;;;FALSE;TRUE;FALSE;;;
118;128;ind_newscrawl_2012_1M;998873;Dia amat bersedih dan serasa kehilangan jiwa ketika Subari yang dianggap anak sendiri, yang ingin disekolahkan bahkan;dibelikan;seragam, meninggal akibat tabrakan.;Dia amat bersedih dan serasa kehilangan jiwa ketika Subari yang dianggap anak sendiri, yang ingin disekolahkan bahkan<m>dibelikan</m>seragam, meninggal akibat tabrakan.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;relative_clause;;monotransitive;np;theme;;;animate;proper-name;SUBJ_RELATIVE;TRUE;TRUE;TRUE;agent_in_different_clause;;
69;79;ind_web_2012_1M;5427;Sejak kecil hingga Enal minta kawin seperti sekarang, setiap Ningsih;dibelikan;sesuatu, Enal dapat bagian yang sama.;Sejak kecil hingga Enal minta kawin seperti sekarang, setiap Ningsih<m>dibelikan</m>sesuatu, Enal dapat bagian yang sama.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;adverbial;;monotransitive;np;theme;;;animate;proper-name;subj;FALSE;TRUE;TRUE;;;
43;53;ind_newscrawl_2016_1M;75321;“Baru beli hari ini karena anak yang minta;dibelikan;setelah melihat promonya di media sosial.;“Baru beli hari ini karena anak yang minta<m>dibelikan</m>setelah melihat promonya di media sosial.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;subordinate;verb_complement;request_(me)minta;intransitive;NA;NA;;;animate;np;SUBJ_MATRIX;FALSE;TRUE;TRUE;recipient_in_different_clause;;
43;53;ind-id_web_2013_1M;129562;"""Biasanya yang diminta tak dibelikan, yang";dibelikan;tak dibutuhkan.;"""Biasanya yang diminta tak dibelikan, yang<m>dibelikan</m>tak dibutuhkan.";di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_theme;subordinate;relative_clause;;intransitive;NA;NA;;;;;;FALSE;TRUE;FALSE;;;
102;112;ind_web_2012_1M;101107;” Penulis meluruskan: “Coba anda cermati, uang itu dibuang dulu — baru bunuh diri — kemudian uang itu;dibelikan;tanah, ataukah uang itu dibelikan tanah — kemudian mati.;” Penulis meluruskan: “Coba anda cermati, uang itu dibuang dulu — baru bunuh diri — kemudian uang itu<m>dibelikan</m>tanah, ataukah uang itu dibelikan tanah — kemudian mati.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_money;main;;;monotransitive;np;theme;inanimate;concrete;;;;FALSE;TRUE;FALSE;;;
63;73;ind-id_web_2013_1M;782296;Sebanyak Rp 1,9 miliar merupakan uang tunai ditambah emas yang;dibelikan;tersangka Mudrawaty Budhiantari setelah menerima Rp 500 juta sebagai upah sebagai paranormal,” jelasnya.;Sebanyak Rp 1,9 miliar merupakan uang tunai ditambah emas yang<m>dibelikan</m>tersangka Mudrawaty Budhiantari setelah menerima Rp 500 juta sebagai upah sebagai paranormal,” jelasnya.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_theme;subordinate;relative_clause;;monotransitive;np;agent;;;;;;TRUE;TRUE;FALSE;core-non-pp_agent;;
98;108;ind_news_2008_300K;142887;Orang itu sebetulnya mau membelikan karpet, tapi karena biasanya karpet `menyimpan` debu akhirnya;dibelikan;tikar.;Orang itu sebetulnya mau membelikan karpet, tapi karena biasanya karpet `menyimpan` debu akhirnya<m>dibelikan</m>tikar.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;main;;;;np;theme;;;;;;;;;;;
6;16;ind_newscrawl_2011_1M;261830;“Saya;dibelikan;tiket dan diberi uang saku untuk pulang.;“Saya<m>dibelikan</m>tiket dan diberi uang saku untuk pulang.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;main;;;monotransitive;np;theme;;;animate;pronoun;subj;FALSE;TRUE;TRUE;;;
23;33;ind_newscrawl_2012_1M;194623;"""Saya bersama keluarga";dibelikan;"tiket pesawat pulang dan tiba di Boyolali, Jumat (29/7) sekitar pukul 22.00 WIB,"" kata Tri Suranto.";"""Saya bersama keluarga<m>dibelikan</m>tiket pesawat pulang dan tiba di Boyolali, Jumat (29/7) sekitar pukul 22.00 WIB,"" kata Tri Suranto.";di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;subj_recipient;main;;;monotransitive;np;theme;;;animate;pronoun;subj;FALSE;TRUE;TRUE;;;
21;31;ind-id_web_2013_1M;327215;Ibunya bilang kenapa;dibelikan;wong anaknya masih kecil belum bisa bertanggung-jawab.;Ibunya bilang kenapa<m>dibelikan</m>wong anaknya masih kecil belum bisa bertanggung-jawab.;di-;kan;di+beli<v>+kan_VSP;beli;v;di-/kan;null_subject_rec?;subordinate;complement_clause;;intransitive;NA;NA;;;animate;np;SUBJ_ADVERBIAL;FALSE;FALSE;TRUE;recipient_in_different_clause;;
5;12;ind_news_2012_300K;101835;Euro;dibeli;1,2065 dolar dan 94,31 yen di perdagangan sore Tokyo terhadap 1,2063 dolar dan 94,28 yen di New York akhir Selasa.;Euro<m>dibeli</m>1,2065 dolar dan 94,31 yen di perdagangan sore Tokyo terhadap 1,2063 dolar dan 94,28 yen di New York akhir Selasa.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;main;;;transitive;num;rate;inanimate;concrete;;;;FALSE;;;rate_encoded;;
5;12;ind_news_2010_300K;294550;Euro;dibeli;1,3840 dolar pada perdagangan sore di Tokyo, sedikit naik dari 1,3834 dolar di New York pada Selasa malam, melayang di sekitar tertinggi sejak Februari.;Euro<m>dibeli</m>1,3840 dolar pada perdagangan sore di Tokyo, sedikit naik dari 1,3834 dolar di New York pada Selasa malam, melayang di sekitar tertinggi sejak Februari.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;main;;;transitive;num;rate;inanimate;concrete;;;;FALSE;;;rate_encoded;;
44;51;ind_news_2011_300K;132576;Pada Selasa 21.00 GMT (Rabu 04.00 WIB) euro;dibeli;1,4150 dolar, dibandingkan dengan 1,4117 dolar sehari sebelumnya, lapor AFP.;Pada Selasa 21.00 GMT (Rabu 04.00 WIB) euro<m>dibeli</m>1,4150 dolar, dibandingkan dengan 1,4117 dolar sehari sebelumnya, lapor AFP.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;main;;;transitive;num;rate;inanimate;concrete;;;;FALSE;;;rate_encoded;;
95;102;ind_newscrawl_2012_1M;80108;Kepala Bagian Perlengkapan Setda Pemkab Serang Marpudin menambahkan, bahwa kendaraan yang akan;dibeli;adalah sedan dengan kapasitas di atas 2.000 cc. Ketentuan mengenai mobil dinas pejabat tersebut, kata Marpudin, memang telah ditentukan pemerintah.;Kepala Bagian Perlengkapan Setda Pemkab Serang Marpudin menambahkan, bahwa kendaraan yang akan<m>dibeli</m>adalah sedan dengan kapasitas di atas 2.000 cc. Ketentuan mengenai mobil dinas pejabat tersebut, kata Marpudin, memang telah ditentukan pemerintah.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;;;
73;80;ind-id_web_2013_1M;11624;3. Untuk peralatan perangkat keras Hardware, RIC menjamin perangkat yang;dibeli;akan bekerja secara baik dan bebas dari kerusakan, RIC tidak bertanggung jawab atas kekurangan-kekurangan akibat design dari manufaktur.;3. Untuk peralatan perangkat keras Hardware, RIC menjamin perangkat yang<m>dibeli</m>akan bekerja secara baik dan bebas dari kerusakan, RIC tidak bertanggung jawab atas kekurangan-kekurangan akibat design dari manufaktur.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;;;
19;26;ind_web_2011_300K;247157;Karena jumlah yang;dibeli;akan terbatas, sehingga pengaruhnya terhadap pembentukan harga minimal bagi produsen tidak dapat dijamin.;Karena jumlah yang<m>dibeli</m>akan terbatas, sehingga pengaruhnya terhadap pembentukan harga minimal bagi produsen tidak dapat dijamin.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;;;
116;123;ind_news_2011_300K;27728;"""Semula saya menyangka obat tersebut punya adik X yang sudah menikah, belakangan baru saya tahu kalau obat tersebut";dibeli;"bapaknya untuk mencegah kehamilan,"" kata Nur, ibu korban.";"""Semula saya menyangka obat tersebut punya adik X yang sudah menikah, belakangan baru saya tahu kalau obat tersebut<m>dibeli</m>bapaknya untuk mencegah kehamilan,"" kata Nur, ibu korban.";di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;complement_clause;;transitive;np;agent;animate;concrete;;;;TRUE;;;core-non-pp_agent;np;animate
109;116;ind_news_2010_300K;49262;Setelah mengecewakan karena gagal memanfaatkan beberapa peluang emas ketika melawan Swiss, striker yang baru;dibeli;Barcelona dari Valencia itu dituntut untuk bermain lebih efektif.;Setelah mengecewakan karena gagal memanfaatkan beberapa peluang emas ketika melawan Swiss, striker yang baru<m>dibeli</m>Barcelona dari Valencia itu dituntut untuk bermain lebih efektif.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;transitive;proper name;agent;inanimate;concrete;;;;TRUE;;;core-non-pp_agent;proper name;inanimate
161;168;ind_news_2010_300K;176430;Kesadaran mempersiapkan diri dengan membeli makam sebelum meninggal justru sangat baik sekali karena harga yang dibeli saat ini tentu jauh lebih murah dibanding;dibeli;beberapa tahun mendatang.;Kesadaran mempersiapkan diri dengan membeli makam sebelum meninggal justru sangat baik sekali karena harga yang dibeli saat ini tentu jauh lebih murah dibanding<m>dibeli</m>beberapa tahun mendatang.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_rate;subordinate;adverbial;;intransitive;;;;;;;;FALSE;;;;;
113;120;ind_newscrawl_2011_1M;749348;Bek Jamie Carragher bahkan mengklaim kalau punggawa Liverpool sebenarnya lebih berkualitas ketimbang pemain yang;dibeli;Chelsea dengan harga sangat mahal.;Bek Jamie Carragher bahkan mengklaim kalau punggawa Liverpool sebenarnya lebih berkualitas ketimbang pemain yang<m>dibeli</m>Chelsea dengan harga sangat mahal.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;transitive;proper name;agent;inanimate;concrete;;;;TRUE;;;"core-non-pp_agent; rate_encoded";proper name;inanimate
47;54;ind_newscrawl_2011_1M;707396;Begitu juga jika ingin menghangatkan susu yang;dibeli;dalam bentuk susu cair, cukup dihangatkan sebentar saja, tidak perlu sampai mendidih.;Begitu juga jika ingin menghangatkan susu yang<m>dibeli</m>dalam bentuk susu cair, cukup dihangatkan sebentar saja, tidak perlu sampai mendidih.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;;;
21;28;ind_newscrawl_2011_1M;534271;"""Biasanya produk UKM";dibeli;"dalam jumlah banyak,"" jelas Wawan.";"""Biasanya produk UKM<m>dibeli</m>dalam jumlah banyak,"" jelas Wawan.";di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;main;;;intransitive;;;;;;;;FALSE;;;;;
50;57;ind_newscrawl_2012_1M;29086;Selama ini Ari hanya diberi obat salep kulit yang;dibeli;dari apotek karena tidak memiliki biaya.;Selama ini Ari hanya diberi obat salep kulit yang<m>dibeli</m>dari apotek karena tidak memiliki biaya.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;source_encoded;;
32;39;ind_news_2012_300K;42870;Dia menemukan bahwa lukisan ini;dibeli;dari Bernheim-Jeune di Prancis pada 1925 dan menjualnya ke Herbet May, suami dari Sadie A., kolekter seni dari Maryland.;Dia menemukan bahwa lukisan ini<m>dibeli</m>dari Bernheim-Jeune di Prancis pada 1925 dan menjualnya ke Herbet May, suami dari Sadie A., kolekter seni dari Maryland.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;complement_clause;;intransitive;;;;;;;;FALSE;;;source_encoded;;
63;70;ind_news_2011_300K;237979;Alvin mengemukakan, kontroversi itu muncul karena pesawat yang;dibeli;dari China itu jatuh.;Alvin mengemukakan, kontroversi itu muncul karena pesawat yang<m>dibeli</m>dari China itu jatuh.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;source_encoded;;
121;128;ind_news_2011_300K;266137;Desakan agar dilakukan audit dalam pengadaan pesawat Merpati dari China berlangsung menyusul jatuhnya pesawat MA 60 yang;dibeli;dari China pada 7 Mei 2011 di Teluk Kaimana Papua.;Desakan agar dilakukan audit dalam pengadaan pesawat Merpati dari China berlangsung menyusul jatuhnya pesawat MA 60 yang<m>dibeli</m>dari China pada 7 Mei 2011 di Teluk Kaimana Papua.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;source_encoded;;
35;42;ind_newscrawl_2011_1M;817061;Tersangka ADK mengaku pil inex itu;dibeli;dari EN seorang mahasiswi fakul indosiar.;Tersangka ADK mengaku pil inex itu<m>dibeli</m>dari EN seorang mahasiswi fakul indosiar.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;complement_clause;;intransitive;;;;;;;;FALSE;;;source_encoded;;
149;156;ind-id_web_2013_1M;850305;Seperti pada KRI-KRCI regional V di Palu pada 30 April hingga 1 Mei 2011 lalu, kata ENDRA, melibatkan robot-robot ’naturalisasi’ ”Artinya, robot itu;dibeli;dari luar negeri, tapi diprogram lagi oleh mahasiswa-mahasiswa peserta regional V,” kata ENDRA.;Seperti pada KRI-KRCI regional V di Palu pada 30 April hingga 1 Mei 2011 lalu, kata ENDRA, melibatkan robot-robot ’naturalisasi’ ”Artinya, robot itu<m>dibeli</m>dari luar negeri, tapi diprogram lagi oleh mahasiswa-mahasiswa peserta regional V,” kata ENDRA.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;main;;;intransitive;;;;;;;;FALSE;;;source_encoded;;
93;100;ind_newscrawl_2012_1M;89195;Menurutnya, salah satu kendala dalam proses pembangunan proyek itu yakni 100% bahan material;dibeli;dari luar Pulau Maluku, sehingga membutuhkan waktu untuk mendatangkannya.;Menurutnya, salah satu kendala dalam proses pembangunan proyek itu yakni 100% bahan material<m>dibeli</m>dari luar Pulau Maluku, sehingga membutuhkan waktu untuk mendatangkannya.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;complement_clause;;intransitive;;;;;;;;FALSE;;;source_encoded;;
58;65;ind_newscrawl_2016_1M;506155;Melalui beberapa perusahaan da lam negeri, kopi-kopi yang;dibeli;dari petani Asnikom telah dipasarkan hingga Amerika Serikat, Jerman, Korea dan Hong Kong.;Melalui beberapa perusahaan da lam negeri, kopi-kopi yang<m>dibeli</m>dari petani Asnikom telah dipasarkan hingga Amerika Serikat, Jerman, Korea dan Hong Kong.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;source_encoded;;
10;17;ind_web_2012_1M;198652;Kain bisa;dibeli;dari produsen atau lewat sales.;Kain bisa<m>dibeli</m>dari produsen atau lewat sales.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;main;;;intransitive;;;;;;;;FALSE;;;source_encoded;;
96;103;ind_news_2009_300K;240889;"""Alarm missile lock"" kedua pesawat berbunyi secara tiba-tiba, tetapi kedua pesawat canggih yang";dibeli;dari Rusia itu tidak bisa mengenali siapa pihak yang mengunci mereka dengan tembakan misil.;"""Alarm missile lock"" kedua pesawat berbunyi secara tiba-tiba, tetapi kedua pesawat canggih yang<m>dibeli</m>dari Rusia itu tidak bisa mengenali siapa pihak yang mengunci mereka dengan tembakan misil.";di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;source_encoded;;
96;103;ind-id_web_2013_1M;5251;2. Masuk ke Rak Buku, dan Anda akan menemukan semua buku, komik, majalah, dan koran yang pernah;dibeli;dari semua* platform (iOS, Android, dan web).;2. Masuk ke Rak Buku, dan Anda akan menemukan semua buku, komik, majalah, dan koran yang pernah<m>dibeli</m>dari semua* platform (iOS, Android, dan web).;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;source_encoded;;
77;84;ind-id_web_2013_1M;251471;Di tanah itu kini telah berdiri gudang kayu yang dimiliki pengusaha CCM yang;dibeli;dari seorang oknum PNS pemprov LW (inisial, Red) yang mengaku tanah tersebut merupakan tanah warisan orang tuanya.;Di tanah itu kini telah berdiri gudang kayu yang dimiliki pengusaha CCM yang<m>dibeli</m>dari seorang oknum PNS pemprov LW (inisial, Red) yang mengaku tanah tersebut merupakan tanah warisan orang tuanya.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;source_encoded;;
40;47;ind_newscrawl_2016_1M;304805;“Ini kendaraan dinas, milik negara yang;dibeli;dari uang negara bukan pribadi.;“Ini kendaraan dinas, milik negara yang<m>dibeli</m>dari uang negara bukan pribadi.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;money_encoded;;
89;96;ind_newscrawl_2012_1M;693325;Sehingga sulit bagi masyarakat untuk mengawasi penggunaan mobil dinas itu yang nota bene;dibeli;dari uang rakyat melalui pos Anggaran Pendapatan dan Belanja Daerah (APBD).;Sehingga sulit bagi masyarakat untuk mengawasi penggunaan mobil dinas itu yang nota bene<m>dibeli</m>dari uang rakyat melalui pos Anggaran Pendapatan dan Belanja Daerah (APBD).;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;money_encoded;;
45;52;ind_newscrawl_2012_1M;668957;Dua-duanya ngaku kalo itu tanah mereka, yang;dibeli;dari uang warisan leluhur.;Dua-duanya ngaku kalo itu tanah mereka, yang<m>dibeli</m>dari uang warisan leluhur.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;money_encoded;;
31;38;ind_news_2010_300K;4596;"""Untuk apa ada alat berat yang";dibeli;"dengan dana miliaran rupiah kalau tidak digunakan, jika perlu untuk merehab jalan tersebut gunakan dana tanggap darurat, sebab kondisi jalan sudah cukup memprihatinkan,"" ujar Badri.";"""Untuk apa ada alat berat yang<m>dibeli</m>dengan dana miliaran rupiah kalau tidak digunakan, jika perlu untuk merehab jalan tersebut gunakan dana tanggap darurat, sebab kondisi jalan sudah cukup memprihatinkan,"" ujar Badri.";di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;money_encoded;;
160;167;ind_web_2012_1M;43753;Memang telah ternyata di dunia, bahwa hampir semua yang ada di dalam hidup ini dapat diperoleh dengan duit, bahkan dalam banyak hal harga diri manusia pun bisa;dibeli;dengan duit.;Memang telah ternyata di dunia, bahwa hampir semua yang ada di dalam hidup ini dapat diperoleh dengan duit, bahkan dalam banyak hal harga diri manusia pun bisa<m>dibeli</m>dengan duit.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;main;;;intransitive;;;;;;;;FALSE;;;money_encoded;;
60;67;ind-id_web_2013_1M;544361;Menurut General Manager IOF, Abdul Hameed, senjata itu bisa;dibeli;dengan harga 1,2 juta rupee atau sekitar Rp 2 juta.;Menurut General Manager IOF, Abdul Hameed, senjata itu bisa<m>dibeli</m>dengan harga 1,2 juta rupee atau sekitar Rp 2 juta.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;main;;;intransitive;;;;;;;;FALSE;;;rate_encoded;;
37;44;ind_newscrawl_2012_1M;28324;"""Pemain adalah aset sebuah klub yang";dibeli;dengan harga mahal.;"""Pemain adalah aset sebuah klub yang<m>dibeli</m>dengan harga mahal.";di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;rate_encoded;;
38;45;ind_newscrawl_2011_1M;226297;Satu kardus berisi 24 botol oli bekas;dibeli;dengan harga Rp 27.500.;Satu kardus berisi 24 botol oli bekas<m>dibeli</m>dengan harga Rp 27.500.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;main;;;intransitive;;;;;;;;FALSE;;;rate_encoded;;
101;108;ind_newscrawl_2016_1M;487153;Luar biasanya, NJOP (nilai jual objek proyek) hanya Rp6,2 juta per meter untuk sertifikat hak milik,;dibeli;dengan harga Rp14,1 juta per meter atau dua kali lipat lebih.;Luar biasanya, NJOP (nilai jual objek proyek) hanya Rp6,2 juta per meter untuk sertifikat hak milik,<m>dibeli</m>dengan harga Rp14,1 juta per meter atau dua kali lipat lebih.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;main;;;intransitive;;;;;;;;FALSE;;;rate_encoded;;
37;44;ind_newscrawl_2012_1M;872838;Bisa jadi batik seharga seratus ribu;dibeli;dengan harga satu juta karena seseorang menyukai motifnya,'' terang dia.;Bisa jadi batik seharga seratus ribu<m>dibeli</m>dengan harga satu juta karena seseorang menyukai motifnya,'' terang dia.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;main;;;intransitive;;;;;;;;FALSE;;;rate_encoded;;
47;54;ind_news_2011_300K;252541;Satu tangki air berkapasitas 5.000 liter harus;dibeli;dengan harga sekitar Rp 120 ribu hingga Rp 150 ribu untuk penggunaan paling lama dua minggu.;Satu tangki air berkapasitas 5.000 liter harus<m>dibeli</m>dengan harga sekitar Rp 120 ribu hingga Rp 150 ribu untuk penggunaan paling lama dua minggu.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;main;;;intransitive;;;;;;;;FALSE;;;rate_encoded;;
49;56;ind_web_2012_1M;341025;Seo Woo pindah dan tidak mau membawa barang yang;dibeli;dengan uang In Jung.;Seo Woo pindah dan tidak mau membawa barang yang<m>dibeli</m>dengan uang In Jung.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;money_encoded;;
83;90;ind_web_2012_1M;314183;Tindakan aman pertama yang dapat dilakukan adalah meminum larutan elektrolit (bisa;dibeli;di apotek) sebanyak mungkin.;Tindakan aman pertama yang dapat dilakukan adalah meminum larutan elektrolit (bisa<m>dibeli</m>di apotek) sebanyak mungkin.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;adverbial;;intransitive;;;;;;;;FALSE;;;source_encoded;;
185;192;ind_news_2012_300K;299878;Lebih lanjut, Hary mengatakan jika ada obat kuat yang dikatakan mengandung sildenafil sitrat, tadalafil dan vardenafil dijual di jalanan pasti ilegal karena seharusnya obat semacam itu;dibeli;di apotik dengan pengawasan dokter.;Lebih lanjut, Hary mengatakan jika ada obat kuat yang dikatakan mengandung sildenafil sitrat, tadalafil dan vardenafil dijual di jalanan pasti ilegal karena seharusnya obat semacam itu<m>dibeli</m>di apotik dengan pengawasan dokter.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;adverbial;;intransitive;;;;;;;;FALSE;;;source_encoded;;
163;170;ind_newscrawl_2016_1M;272049;Huawei Maimang 5 Telah Masuk PasarFriday, 22 July 2016 JAKARTA -- Sesuai jadwal, Huawei Maimang 5 yang resmi dirilis minggu lalu itu akhirnya telah tersedia untuk;dibeli;di Cina.;Huawei Maimang 5 Telah Masuk PasarFriday, 22 July 2016 JAKARTA -- Sesuai jadwal, Huawei Maimang 5 yang resmi dirilis minggu lalu itu akhirnya telah tersedia untuk<m>dibeli</m>di Cina.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;verb_complement;;intransitive;;;;;;;;FALSE;;;source_encoded;;
37;44;ind_newscrawl_2016_1M;397418;Karena itu, saat ada info tiket bisa;dibeli;di counter FX Plaza, mereka langsung menyerbu, tapi ternyata juga tak bisa.;Karena itu, saat ada info tiket bisa<m>dibeli</m>di counter FX Plaza, mereka langsung menyerbu, tapi ternyata juga tak bisa.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;adverbial;;intransitive;;;;;;;;FALSE;;;source_encoded;;
34;41;ind-id_web_2013_1M;398352;“Kami akan melihat stok yang bisa;dibeli;di dalam negeri, lalu kami akan melihat kembali apakah perlu melakukan impor lagi.;“Kami akan melihat stok yang bisa<m>dibeli</m>di dalam negeri, lalu kami akan melihat kembali apakah perlu melakukan impor lagi.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;source_encoded;;
43;50;ind-id_web_2013_1M;712639;Produk ini dibanderol Rp 2,5 juta dan bisa;dibeli;di Karunia Agung Motor di Pasar Mobil Kemayoran Blok B No. 28, Jakarta Pusat.;Produk ini dibanderol Rp 2,5 juta dan bisa<m>dibeli</m>di Karunia Agung Motor di Pasar Mobil Kemayoran Blok B No. 28, Jakarta Pusat.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;main;;;intransitive;;;;;;;;FALSE;;;source_encoded;;
5;12;ind_news_2012_300K;200610;Euro;dibeli;di kisaran 1,3110 dolar dan 107,96 yen di perdagangan pagi Tokyo, dibanding dengan 1,3120 dolar dan 108,19 yen pada penutupan perdagangan di New York Jumat (9/3).;Euro<m>dibeli</m>di kisaran 1,3110 dolar dan 107,96 yen di perdagangan pagi Tokyo, dibanding dengan 1,3120 dolar dan 108,19 yen pada penutupan perdagangan di New York Jumat (9/3).;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;main;;;intransitive;;;;;;;;FALSE;;;"rate_encoded; source_encoded";;
